"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN - PEST MGMT, MEASURED IN PCT OF AREA PLANTED  -  <b>VALUE</b>","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN - PEST MGMT, MEASURED IN PCT OF AREA PLANTED  -  <b>CV (%)</b>","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN - PEST MGMT, MEASURED IN PCT OF OPERATIONS  -  <b>VALUE</b>","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN - PEST MGMT, MEASURED IN PCT OF OPERATIONS  -  <b>CV (%)</b>"
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY PROCESSOR)","0","","0",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS)","97","","97",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WEATHER DATA USED TO ASSIST DECISIONS)","96","","98",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)","83","","6",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (CROP ACRES CULTIVATED FOR WEED CONTROL)","88","","95",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (EQUIPMENT & IMPLEMENTS CLEANED AFTER FIELD WORK TO REDUCE SPREAD OF PESTS)","99","","99",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (FIELD EDGES, DITCHES, OR FENCE LINES WERE CHOPPED, SPRAYED, MOWED, PLOWED, OR BURNED)","91","","28",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (NO-TILL OR MINIMUM TILL USED)","79","","19",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (PLOWED DOWN CROP RESIDUE USING CONVENTIONAL TILLAGE)","98","","97",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (WATER MGMT PRACTICES USED)","84","","22",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (BENEFICIAL ORGANISMS APPLIED OR RELEASED)","75","","1",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (BIOLOGICAL PESTICIDES APPLIED)","76","","1",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (FLORAL LURES, ATTRACTANTS, REPELLANTS, PHERMONE TRAPS, OR BIOLOGICAL PEST CONTROLS USED)","75","","1",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (GROUND COVERS, MULCHES, OR OTHER PHYSICAL BARRIERS MAINTAINED)","85","","25",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (PESTICIDES WITH DIFFERENT MECHANISMS OF ACTION USED TO KEEP PEST FROM BECOMING RESISTANT TO PESTICIDES)","82","","5",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (SCOUTING DATA COMPARED TO PUBLISHED INFORMATION TO ASSIST DECISIONS)","82","","5",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (TRAP CROP GROWN TO MANAGE INSECTS)","74","","1",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE)","56","","44",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (PLANTING LOCATIONS PLANNED TO AVOID CROSS INFESTATION OF PESTS)","43","","63",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (PLANTING OR HARVESTING DATES ADJUSTED)","12","","37",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (ROTATED CROPS DURING PAST 3 YEARS)","85","","89",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (ROW SPACING, PLANT DENSITY, OR ROW DIRECTIONS ADJUSTED)","6","","29",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (DIAGNOSTIC LABORATORY SERVICES USED FOR PEST DETECTION VIA SOIL OR PLANT TISSUE ANALYSIS)","22","","3",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (FIELD MAPPING DATA USED TO ASSIST DECISIONS)","33","","11",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - ESTABLISHED PROCESS USED)","79","","35",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING)","24","","22",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL)","25","","20",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS - NOT SCOUTED)","1","","2",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS)","5","","17",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS)","95","","81",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY EMPLOYEE)","0","","2",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","15","","67",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY OTHER)","1","","1",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY PROCESSOR)","83","","30",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES)","97","","94",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY EMPLOYEE)","0","","2",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","16","","68",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY OTHER)","1","","1",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY PROCESSOR)","83","","30",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES)","98","","96",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY EMPLOYEE)","0","","2",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","33","","76",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY OTHER)","1","","1",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY PROCESSOR)","66","","21",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS)","99","","95",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WEATHER DATA USED TO ASSIST DECISIONS)","49","","55",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)","57","","26",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (CROP ACRES CULTIVATED FOR WEED CONTROL)","52","","76",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (EQUIPMENT & IMPLEMENTS CLEANED AFTER FIELD WORK TO REDUCE SPREAD OF PESTS)","61","","44",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (FIELD EDGES, DITCHES, OR FENCE LINES WERE CHOPPED, SPRAYED, MOWED, PLOWED, OR BURNED)","48","","67",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (NO-TILL OR MINIMUM TILL USED)","28","","33",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (PLOWED DOWN CROP RESIDUE USING CONVENTIONAL TILLAGE)","64","","61",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (WATER MGMT PRACTICES USED)","68","","19",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (BENEFICIAL ORGANISMS APPLIED OR RELEASED)","1","","4",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (BIOLOGICAL PESTICIDES APPLIED)","23","","6",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (FLORAL LURES, ATTRACTANTS, REPELLANTS, PHERMONE TRAPS, OR BIOLOGICAL PEST CONTROLS USED)","2","","1",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (GROUND COVERS, MULCHES, OR OTHER PHYSICAL BARRIERS MAINTAINED)","46","","45",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (PESTICIDES WITH DIFFERENT MECHANISMS OF ACTION USED TO KEEP PEST FROM BECOMING RESISTANT TO PESTICIDES)","70","","49",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (SCOUTING DATA COMPARED TO PUBLISHED INFORMATION TO ASSIST DECISIONS)","39","","36",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, SUPPRESSION","PRACTICE, SUPPRESSION: (TRAP CROP GROWN TO MANAGE INSECTS)"," (Z)","","1",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE)","88","","50",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (PLANTING LOCATIONS PLANNED TO AVOID CROSS INFESTATION OF PESTS)","91","","68",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (PLANTING OR HARVESTING DATES ADJUSTED)","27","","20",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (ROTATED CROPS DURING PAST 3 YEARS)","97","","85",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, AVOIDANCE","PRACTICE, AVOIDANCE: (ROW SPACING, PLANT DENSITY, OR ROW DIRECTIONS ADJUSTED)","7","","16",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (DIAGNOSTIC LABORATORY SERVICES USED FOR PEST DETECTION VIA SOIL OR PLANT TISSUE ANALYSIS)","36","","15",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (FIELD MAPPING DATA USED TO ASSIST DECISIONS)","2","","3",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - ESTABLISHED PROCESS USED)","62","","26",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING)","47","","5",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL)","60","","11",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS - NOT SCOUTED)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS)","26","","23",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS)","74","","77",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY EMPLOYEE)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","100","","98",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY OTHER)"," (Z)","","2",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES - BY PROCESSOR)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR DISEASES)","99","","95",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY EMPLOYEE)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","100","","98",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY OTHER)"," (Z)","","2",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES - BY PROCESSOR)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR INSECTS & MITES)","100","","97",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY EMPLOYEE)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY OPERATOR, PARTNER, OR FAMILY MEMBER)","100","","98",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY OTHER)"," (Z)","","2",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS - BY PROCESSOR)","0","","0",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (SCOUTED FOR WEEDS)","100","","98",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WEATHER DATA USED TO ASSIST DECISIONS)","60","","48",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, MONITORING","PRACTICE, MONITORING: (WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)","6","","9",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (CROP ACRES CULTIVATED FOR WEED CONTROL)","46","","63",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (EQUIPMENT & IMPLEMENTS CLEANED AFTER FIELD WORK TO REDUCE SPREAD OF PESTS)","88","","41",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (FIELD EDGES, DITCHES, OR FENCE LINES WERE CHOPPED, SPRAYED, MOWED, PLOWED, OR BURNED)","93","","63",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (NO-TILL OR MINIMUM TILL USED)","56","","26",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","VEGETABLE TOTALS","PRACTICE, PREVENTION","PRACTICE, PREVENTION: (PLOWED DOWN CROP RESIDUE USING CONVENTIONAL TILLAGE)","34","","57",""
