"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","7","56.8"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","1","1.3"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","3","58.5"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","9","71.9"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","2","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","2","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","2","90.1"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","12","39.1"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","3","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","2","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","8","49.8"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","4","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (5 OR MORE PRODUCERS)","1","7.5"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","15","44.5"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","15","44.5"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","6","53.4"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)"," (Z)","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)"," (Z)","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","3","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","9","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","9","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","11","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","11","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","8","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","3","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","11","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","11","(H)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","9","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING","TOTAL","NOT SPECIFIED","4","71.0"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","3","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","1","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","2","74.3"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","1","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (25,000 TO 49,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","2","74.3"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (50,000 TO 99,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","1","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","1","61.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","6","55.4"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","5","78.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","1","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","5","79.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","6","55.4"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","13","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","12","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","10","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","6","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","2","89.2"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","6","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","7","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","8","54.4"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","1","3.3"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","6","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","6","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","7","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","8","54.4"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","1","3.3"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","6","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","5","61.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","23","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","2","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","30","90.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","19","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","11","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","25","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)","5","89.7"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","30","90.6"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","17","(H)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)","1","2.9"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","ALMONDS","ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","1","2.9"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","ALMONDS","ALMONDS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
