"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","APR THRU JUN","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.9",""
"SURVEY","2018","APR THRU JUN","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","24.9",""
"SURVEY","2018","APR THRU JUN","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","APR THRU JUN","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","2018","APR THRU JUN","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","2018","APR THRU JUN","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2018","APR THRU JUN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.4",""
"SURVEY","2018","APR THRU JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","11.7",""
"SURVEY","2018","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2018","APR THRU JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2018","APR THRU JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","2018","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.7",""
"SURVEY","2018","APR THRU JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.2",""
"SURVEY","2018","APR THRU JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2018","APR THRU JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","APR THRU JUN","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.6",""
"SURVEY","2018","APR THRU JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.4",""
"SURVEY","2018","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.7",""
"SURVEY","2018","APR THRU JUN","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.7",""
"SURVEY","2018","APR THRU JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","26.7",""
"SURVEY","2018","APR THRU JUN","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.6",""
"SURVEY","2018","APR THRU JUN","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED"," (Z)",""
"SURVEY","2018","APR THRU JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","APR THRU JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.6",""
"SURVEY","2018","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.8",""
"SURVEY","2018","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.4",""
"SURVEY","2018","APR THRU JUN","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.5",""
"SURVEY","2018","APR THRU JUN","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.7",""
"SURVEY","2018","APR THRU JUN","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","16.7",""
"SURVEY","2018","APR THRU JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","2018","APR THRU JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.6",""
"SURVEY","2018","APR THRU JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.9",""
"SURVEY","2018","APR THRU JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","27.1",""
"SURVEY","2018","APR THRU JUN","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.1",""
"SURVEY","2018","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2018","JUL THRU SEP","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","14.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.8",""
"SURVEY","2018","JUL THRU SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","17.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","17.8",""
"SURVEY","2018","JUL THRU SEP","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.9",""
"SURVEY","2018","JUL THRU SEP","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","27.7",""
"SURVEY","2018","JUL THRU SEP","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","26.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","20.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2018","JUL THRU SEP","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.7",""
"SURVEY","2018","JUL THRU SEP","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","JUL THRU SEP","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","10.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","23.8",""
"SURVEY","2018","JUL THRU SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","28.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","2018","JUL THRU SEP","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.8",""
"SURVEY","2018","JUL THRU SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.3",""
"SURVEY","2018","JUL THRU SEP","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","24.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","10.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","2018","JUL THRU SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","23.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","45.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.9",""
"SURVEY","2018","JUL THRU SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.6",""
"SURVEY","2018","JUL THRU SEP","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","32.4",""
"SURVEY","2018","JUL THRU SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","13.2",""
"SURVEY","2018","JUL THRU SEP","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.2",""
"SURVEY","2018","JUL THRU SEP","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2018","JUL THRU SEP","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","24.1",""
"SURVEY","2018","JUL THRU SEP","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.7",""
"SURVEY","2018","JUL THRU SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.7",""
"SURVEY","2018","JUL THRU SEP","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2018","JUL THRU SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","19.5",""
"SURVEY","2018","JUL THRU SEP","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2018","OCT THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","13.8",""
"SURVEY","2018","OCT THRU DEC","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.5",""
"SURVEY","2018","OCT THRU DEC","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED"," (Z)",""
"SURVEY","2018","OCT THRU DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","73.5",""
"SURVEY","2018","OCT THRU DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","11.6",""
"SURVEY","2018","OCT THRU DEC","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED"," (Z)",""
"SURVEY","2018","OCT THRU DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","2018","OCT THRU DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","14.1",""
"SURVEY","2018","OCT THRU DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.9",""
"SURVEY","2018","OCT THRU DEC","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","OCT THRU DEC","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.9",""
"SURVEY","2018","OCT THRU DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.8",""
"SURVEY","2018","OCT THRU DEC","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","64.6",""
"SURVEY","2018","OCT THRU DEC","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","31.6",""
"SURVEY","2018","OCT THRU DEC","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","43.7",""
"SURVEY","2018","OCT THRU DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.8",""
"SURVEY","2018","OCT THRU DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.9",""
"SURVEY","2018","OCT THRU DEC","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","OCT THRU DEC","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.2",""
"SURVEY","2018","OCT THRU DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","9.4",""
"SURVEY","2018","OCT THRU DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","2018","OCT THRU DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.9",""
"SURVEY","2018","OCT THRU DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.5",""
"SURVEY","2018","OCT THRU DEC","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.3",""
"SURVEY","2018","OCT THRU DEC","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","17.5",""
"SURVEY","2018","OCT THRU DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2018","OCT THRU DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
